group,id,input,measure
Compiled vs Interpreted,Compiled,100000000,7545431467.0
Compiled vs Interpreted,Compiled,100000000,8942846113.0
Compiled vs Interpreted,Compiled,100000000,7461877959.0
Compiled vs Interpreted,Compiled,100000000,8897530193.0
Compiled vs Interpreted,Compiled,100000000,7623430562.0
Compiled vs Interpreted,Compiled,100000000,8975391411.0
Compiled vs Interpreted,Compiled,100000000,9314544471.0
Compiled vs Interpreted,Compiled,100000000,8952907945.0
Compiled vs Interpreted,Compiled,100000000,8922621997.0
Compiled vs Interpreted,Compiled,100000000,8949936894.0
Compiled vs Interpreted,Compiled,100000000,7591017935.0
Compiled vs Interpreted,Compiled,100000000,8926383986.0
Compiled vs Interpreted,Compiled,100000000,8956885020.0
Compiled vs Interpreted,Compiled,100000000,7653836699.0
Compiled vs Interpreted,Compiled,100000000,8960622180.0
Compiled vs Interpreted,Compiled,100000000,8983269995.0
Compiled vs Interpreted,Compiled,100000000,9048971892.0
Compiled vs Interpreted,Interpreted,1000000,98705940.0
Compiled vs Interpreted,Interpreted,1000000,98913818.5
Compiled vs Interpreted,Interpreted,1000000,99301171.66666667
Compiled vs Interpreted,Interpreted,1000000,99192790.625
Compiled vs Interpreted,Interpreted,1000000,99180998.0
Compiled vs Interpreted,Interpreted,1000000,98947541.5
Compiled vs Interpreted,Interpreted,1000000,99166567.57142857
Compiled vs Interpreted,Interpreted,1000000,98942151.75
Compiled vs Interpreted,Interpreted,1000000,99145568.83333333
Compiled vs Interpreted,Interpreted,1000000,99111269.8
Compiled vs Interpreted,Interpreted,1000000,98905945.9090909
Compiled vs Interpreted,Interpreted,1000000,99129290.70833333
Compiled vs Interpreted,Interpreted,1000000,99257786.26923077
Compiled vs Interpreted,Interpreted,1000000,99058543.25
Compiled vs Interpreted,Interpreted,1000000,99088538.6
Compiled vs Interpreted,Interpreted,1000000,99109716.03125
Compiled vs Interpreted,Interpreted,1000000,99069099.35294117
Compiled vs Interpreted,Interpreted,1000000,99078602.6388889
Compiled vs Interpreted,Interpreted,1000000,99086615.23684211
Compiled vs Interpreted,Interpreted,1000000,99267385.25
Compiled vs Interpreted,Interpreted,100000,9810390.266666668
Compiled vs Interpreted,Interpreted,100000,9809333.2
Compiled vs Interpreted,Interpreted,100000,9783806.222222222
Compiled vs Interpreted,Interpreted,100000,9809273.7
Compiled vs Interpreted,Interpreted,100000,9812339.946666667
Compiled vs Interpreted,Interpreted,100000,9840939.622222222
Compiled vs Interpreted,Interpreted,100000,9823538.847619047
Compiled vs Interpreted,Interpreted,100000,9802487.733333332
Compiled vs Interpreted,Interpreted,100000,9797888.42962963
Compiled vs Interpreted,Interpreted,100000,9807822.9
Compiled vs Interpreted,Interpreted,100000,9830872.563636364
Compiled vs Interpreted,Interpreted,100000,9858801.15
Compiled vs Interpreted,Interpreted,100000,9842371.471794872
Compiled vs Interpreted,Interpreted,100000,9833989.614285715
Compiled vs Interpreted,Interpreted,100000,9823900.013333334
Compiled vs Interpreted,Interpreted,100000,9847310.766666668
Compiled vs Interpreted,Interpreted,100000,9856405.258823529
Compiled vs Interpreted,Interpreted,100000,9865511.085185185
Compiled vs Interpreted,Interpreted,100000,9827272.368421054
Compiled vs Interpreted,Interpreted,100000,9849732.96
Compiled vs Interpreted,Interpreted,10000000,1179494663.5
Compiled vs Interpreted,Interpreted,10000000,1183885090.5
Compiled vs Interpreted,Interpreted,10000000,1185090510.0
Compiled vs Interpreted,Interpreted,10000000,1182389318.5
Compiled vs Interpreted,Interpreted,10000000,1186680518.0
Compiled vs Interpreted,Interpreted,10000000,1182003096.5
Compiled vs Interpreted,Interpreted,10000000,1185249088.0
Compiled vs Interpreted,Interpreted,10000000,1179875259.0
Compiled vs Interpreted,Interpreted,10000000,1175798335.0
Compiled vs Interpreted,Interpreted,10000000,1178184313.5
Compiled vs Interpreted,Interpreted,10000000,1191235970.5
Compiled vs Interpreted,Interpreted,10000000,1183442485.5
Compiled vs Interpreted,Interpreted,10000000,1185315592.0
Compiled vs Interpreted,Interpreted,10000000,1194958470.0
Compiled vs Interpreted,Interpreted,10000000,1183646928.0
Compiled vs Interpreted,Interpreted,10000000,1182172505.5
Compiled vs Interpreted,Interpreted,10000000,1183260684.0
Compiled vs Interpreted,Interpreted,10000000,1179492720.5
Compiled vs Interpreted,Interpreted,10000000,1187740574.5
Compiled vs Interpreted,Interpreted,10000000,1198482095.0
Compiled vs Interpreted,Interpreted,100000000,11901662634.0
Compiled vs Interpreted,Interpreted,100000000,11789441698.0
Compiled vs Interpreted,Interpreted,100000000,10402807710.0
Compiled vs Interpreted,Interpreted,100000000,11568191483.0
Compiled vs Interpreted,Interpreted,100000000,10466989711.0
Compiled vs Interpreted,Interpreted,100000000,11825106022.0
Compiled vs Interpreted,Interpreted,100000000,11824940720.0
Compiled vs Interpreted,Interpreted,100000000,10441653850.0
Compiled vs Interpreted,Interpreted,100000000,11812415967.0
Compiled vs Interpreted,Interpreted,100000000,10502873590.0
Compiled vs Interpreted,Interpreted,100000000,10208184617.0
Compiled vs Interpreted,Interpreted,100000000,10297664881.0
Compiled vs Interpreted,Interpreted,100000000,11736191116.0
Compiled vs Interpreted,Interpreted,100000000,11734854668.0
Compiled vs Interpreted,Interpreted,100000000,11749216681.0
Compiled vs Interpreted,Interpreted,100000000,11732939568.0
Compiled vs Interpreted,Interpreted,100000000,11872908497.0
Compiled vs Interpreted,Interpreted,100000000,11779907224.0
Compiled vs Interpreted,Interpreted,100000000,11815028199.0
Compiled vs Interpreted,Interpreted,100000000,10287118342.0
ProjectionPushdown - Filter,With,1000,56998225.666666664
ProjectionPushdown - Filter,With,1000,56753896.0
ProjectionPushdown - Filter,With,1000,56604378.222222224
ProjectionPushdown - Filter,With,1000,56729006.416666664
ProjectionPushdown - Filter,With,1000,56941507.733333334
ProjectionPushdown - Filter,With,1000,56787082.722222224
ProjectionPushdown - Filter,With,1000,56785633.809523806
ProjectionPushdown - Filter,With,1000,56761419.125
ProjectionPushdown - Filter,With,1000,56609926.40740741
ProjectionPushdown - Filter,With,1000,56604282.5
ProjectionPushdown - Filter,With,1000,56601985.24242424
ProjectionPushdown - Filter,With,1000,56657910.166666664
ProjectionPushdown - Filter,With,1000,56693284.15384615
ProjectionPushdown - Filter,With,1000,56650875.833333336
ProjectionPushdown - Filter,With,1000,56666025.822222225
ProjectionPushdown - Filter,With,1000,56856070.25
ProjectionPushdown - Filter,With,1000,56751925.039215684
ProjectionPushdown - Filter,With,1000,56769776.018518515
ProjectionPushdown - Filter,With,1000,56684763.2631579
ProjectionPushdown - Filter,With,1000,56819403.0
ProjectionPushdown - Filter,With,10,1991642.763888889
ProjectionPushdown - Filter,With,10,1991717.9930555555
ProjectionPushdown - Filter,With,10,1991853.3657407407
ProjectionPushdown - Filter,With,10,1991371.545138889
ProjectionPushdown - Filter,With,10,1991634.8833333333
ProjectionPushdown - Filter,With,10,1993727.4490740742
ProjectionPushdown - Filter,With,10,1991483.650793651
ProjectionPushdown - Filter,With,10,1991752.2083333333
ProjectionPushdown - Filter,With,10,1991230.1450617283
ProjectionPushdown - Filter,With,10,1991442.4486111111
ProjectionPushdown - Filter,With,10,1991546.4318181819
ProjectionPushdown - Filter,With,10,1991844.306712963
ProjectionPushdown - Filter,With,10,1992625.7873931625
ProjectionPushdown - Filter,With,10,1991507.5168650793
ProjectionPushdown - Filter,With,10,1991868.937037037
ProjectionPushdown - Filter,With,10,1992548.681423611
ProjectionPushdown - Filter,With,10,1991653.410130719
ProjectionPushdown - Filter,With,10,1991496.7947530865
ProjectionPushdown - Filter,With,10,1991728.312134503
ProjectionPushdown - Filter,With,10,1991716.6743055556
ProjectionPushdown - Filter,With,100,6891247.952380952
ProjectionPushdown - Filter,With,100,6858165.642857143
ProjectionPushdown - Filter,With,100,6908908.46031746
ProjectionPushdown - Filter,With,100,6967055.238095238
ProjectionPushdown - Filter,With,100,6962128.876190476
ProjectionPushdown - Filter,With,100,6976658.904761905
ProjectionPushdown - Filter,With,100,6929990.591836735
ProjectionPushdown - Filter,With,100,6959870.863095238
ProjectionPushdown - Filter,With,100,6964825.693121693
ProjectionPushdown - Filter,With,100,6973096.414285715
ProjectionPushdown - Filter,With,100,6978215.077922078
ProjectionPushdown - Filter,With,100,6970561.317460317
ProjectionPushdown - Filter,With,100,6954623.307692308
ProjectionPushdown - Filter,With,100,6960784.346938776
ProjectionPushdown - Filter,With,100,6960001.104761905
ProjectionPushdown - Filter,With,100,6971005.348214285
ProjectionPushdown - Filter,With,100,6971362.431372549
ProjectionPushdown - Filter,With,100,6970013.417989418
ProjectionPushdown - Filter,With,100,6965405.333333333
ProjectionPushdown - Filter,With,100,6947935.445238095
ProjectionPushdown - Filter,Closures,1000,92682559.0
ProjectionPushdown - Filter,Closures,1000,92468336.5
ProjectionPushdown - Filter,Closures,1000,92490781.83333333
ProjectionPushdown - Filter,Closures,1000,92428857.125
ProjectionPushdown - Filter,Closures,1000,92979119.4
ProjectionPushdown - Filter,Closures,1000,92684183.08333333
ProjectionPushdown - Filter,Closures,1000,92688593.14285715
ProjectionPushdown - Filter,Closures,1000,92615817.0
ProjectionPushdown - Filter,Closures,1000,92676373.6111111
ProjectionPushdown - Filter,Closures,1000,93339909.9
ProjectionPushdown - Filter,Closures,1000,93064904.27272727
ProjectionPushdown - Filter,Closures,1000,92812212.75
ProjectionPushdown - Filter,Closures,1000,93019442.65384616
ProjectionPushdown - Filter,Closures,1000,92742255.35714285
ProjectionPushdown - Filter,Closures,1000,92887496.03333333
ProjectionPushdown - Filter,Closures,1000,92692273.21875
ProjectionPushdown - Filter,Closures,1000,92822534.02941176
ProjectionPushdown - Filter,Closures,1000,92825413.41666667
ProjectionPushdown - Filter,Closures,1000,92581928.07894737
ProjectionPushdown - Filter,Closures,1000,92515192.7
ProjectionPushdown - Filter,Closures,10,1651672.4137931035
ProjectionPushdown - Filter,Closures,10,1648723.0057471264
ProjectionPushdown - Filter,Closures,10,1659505.6973180077
ProjectionPushdown - Filter,Closures,10,1648708.0201149425
ProjectionPushdown - Filter,Closures,10,1650623.4597701149
ProjectionPushdown - Filter,Closures,10,1654354.2528735632
ProjectionPushdown - Filter,Closures,10,1656464.0837438423
ProjectionPushdown - Filter,Closures,10,1651715.492816092
ProjectionPushdown - Filter,Closures,10,1656592.012771392
ProjectionPushdown - Filter,Closures,10,1654933.795402299
ProjectionPushdown - Filter,Closures,10,1653115.9028213166
ProjectionPushdown - Filter,Closures,10,1653145.2164750958
ProjectionPushdown - Filter,Closures,10,1651613.8275862068
ProjectionPushdown - Filter,Closures,10,1649344.7151067324
ProjectionPushdown - Filter,Closures,10,1649994.8122605365
ProjectionPushdown - Filter,Closures,10,1651852.2629310344
ProjectionPushdown - Filter,Closures,10,1649969.9425287356
ProjectionPushdown - Filter,Closures,10,1650271.4891443166
ProjectionPushdown - Filter,Closures,10,1652109.692075015
ProjectionPushdown - Filter,Closures,10,1649737.78045977
ProjectionPushdown - Filter,Closures,100,9878451.533333333
ProjectionPushdown - Filter,Closures,100,9840934.833333334
ProjectionPushdown - Filter,Closures,100,9796257.4
ProjectionPushdown - Filter,Closures,100,9805078.833333334
ProjectionPushdown - Filter,Closures,100,9772195.026666667
ProjectionPushdown - Filter,Closures,100,9812892.7
ProjectionPushdown - Filter,Closures,100,9841936.057142857
ProjectionPushdown - Filter,Closures,100,9800370.466666667
ProjectionPushdown - Filter,Closures,100,9799972.629629629
ProjectionPushdown - Filter,Closures,100,9799696.886666667
ProjectionPushdown - Filter,Closures,100,9803606.145454545
ProjectionPushdown - Filter,Closures,100,9806789.005555555
ProjectionPushdown - Filter,Closures,100,9808702.523076924
ProjectionPushdown - Filter,Closures,100,9822367.319047619
ProjectionPushdown - Filter,Closures,100,9794368.4
ProjectionPushdown - Filter,Closures,100,9781810.358333332
ProjectionPushdown - Filter,Closures,100,9781379.82745098
ProjectionPushdown - Filter,Closures,100,9808371.97037037
ProjectionPushdown - Filter,Closures,100,9813321.705263158
ProjectionPushdown - Filter,Closures,100,9792880.223333333
ProjectionPushdown - Filter,Without,1000,92800937.0
ProjectionPushdown - Filter,Without,1000,92946318.5
ProjectionPushdown - Filter,Without,1000,93232811.66666667
ProjectionPushdown - Filter,Without,1000,93257189.75
ProjectionPushdown - Filter,Without,1000,93307260.2
ProjectionPushdown - Filter,Without,1000,93269130.91666667
ProjectionPushdown - Filter,Without,1000,93391622.57142857
ProjectionPushdown - Filter,Without,1000,93090165.8125
ProjectionPushdown - Filter,Without,1000,93438110.77777778
ProjectionPushdown - Filter,Without,1000,93329708.25
ProjectionPushdown - Filter,Without,1000,93397943.04545455
ProjectionPushdown - Filter,Without,1000,93125456.20833333
ProjectionPushdown - Filter,Without,1000,93202430.6923077
ProjectionPushdown - Filter,Without,1000,93145918.67857143
ProjectionPushdown - Filter,Without,1000,93261634.06666666
ProjectionPushdown - Filter,Without,1000,93130484.4375
ProjectionPushdown - Filter,Without,1000,93189820.41176471
ProjectionPushdown - Filter,Without,1000,93162549.1388889
ProjectionPushdown - Filter,Without,1000,93032367.78947368
ProjectionPushdown - Filter,Without,1000,93136309.95
ProjectionPushdown - Filter,Without,10,2197189.3384615383
ProjectionPushdown - Filter,Without,10,2189345.476923077
ProjectionPushdown - Filter,Without,10,2199297.456410256
ProjectionPushdown - Filter,Without,10,2195579.1384615386
ProjectionPushdown - Filter,Without,10,2200383.372307692
ProjectionPushdown - Filter,Without,10,2204912.292307692
ProjectionPushdown - Filter,Without,10,2200112.545054945
ProjectionPushdown - Filter,Without,10,2199062.678846154
ProjectionPushdown - Filter,Without,10,2197171.235897436
ProjectionPushdown - Filter,Without,10,2199305.1046153847
ProjectionPushdown - Filter,Without,10,2195485.1160839163
ProjectionPushdown - Filter,Without,10,2201338.5846153847
ProjectionPushdown - Filter,Without,10,2204402.3905325443
ProjectionPushdown - Filter,Without,10,2193811.315384615
ProjectionPushdown - Filter,Without,10,2196759.713846154
ProjectionPushdown - Filter,Without,10,2202332.7057692306
ProjectionPushdown - Filter,Without,10,2199655.2081447965
ProjectionPushdown - Filter,Without,10,2196650.500854701
ProjectionPushdown - Filter,Without,10,2198681.0291497977
ProjectionPushdown - Filter,Without,10,2199355.219230769
ProjectionPushdown - Filter,Without,100,10401963.07142857
ProjectionPushdown - Filter,Without,100,10338429.42857143
ProjectionPushdown - Filter,Without,100,10351712.0
ProjectionPushdown - Filter,Without,100,10366647.214285715
ProjectionPushdown - Filter,Without,100,10398961.357142856
ProjectionPushdown - Filter,Without,100,10403533.63095238
ProjectionPushdown - Filter,Without,100,10400419.520408163
ProjectionPushdown - Filter,Without,100,10374386.67857143
ProjectionPushdown - Filter,Without,100,10385219.492063493
ProjectionPushdown - Filter,Without,100,10389575.807142857
ProjectionPushdown - Filter,Without,100,10377071.227272727
ProjectionPushdown - Filter,Without,100,10389703.470238095
ProjectionPushdown - Filter,Without,100,10410745.065934066
ProjectionPushdown - Filter,Without,100,10385506.918367347
ProjectionPushdown - Filter,Without,100,10405546.404761905
ProjectionPushdown - Filter,Without,100,10411655.424107144
ProjectionPushdown - Filter,Without,100,10383290.201680671
ProjectionPushdown - Filter,Without,100,10400834.051587302
ProjectionPushdown - Filter,Without,100,10389140.244360901
ProjectionPushdown - Filter,Without,100,10372150.235714287
PredicatePushdown - Groupby - selectivity,With,60,20409443.0
PredicatePushdown - Groupby - selectivity,With,60,20493649.92857143
PredicatePushdown - Groupby - selectivity,With,60,20436592.14285714
PredicatePushdown - Groupby - selectivity,With,60,20435893.85714286
PredicatePushdown - Groupby - selectivity,With,60,20451024.6
PredicatePushdown - Groupby - selectivity,With,60,20494985.38095238
PredicatePushdown - Groupby - selectivity,With,60,20415777.653061226
PredicatePushdown - Groupby - selectivity,With,60,20422778.875
PredicatePushdown - Groupby - selectivity,With,60,20420438.07936508
PredicatePushdown - Groupby - selectivity,With,60,20455225.57142857
PredicatePushdown - Groupby - selectivity,With,60,20523065.68831169
PredicatePushdown - Groupby - selectivity,With,60,20448523.04761905
PredicatePushdown - Groupby - selectivity,With,60,20471039.934065934
PredicatePushdown - Groupby - selectivity,With,60,20481360.214285713
PredicatePushdown - Groupby - selectivity,With,60,20441987.133333333
PredicatePushdown - Groupby - selectivity,With,60,20452710.85714286
PredicatePushdown - Groupby - selectivity,With,60,20468123.462184872
PredicatePushdown - Groupby - selectivity,With,60,20436897.976190478
PredicatePushdown - Groupby - selectivity,With,60,20436869.67669173
PredicatePushdown - Groupby - selectivity,With,60,20466309.721428573
PredicatePushdown - Groupby - selectivity,With,40,23636788.0
PredicatePushdown - Groupby - selectivity,With,40,23719383.64285714
PredicatePushdown - Groupby - selectivity,With,40,23614309.23809524
PredicatePushdown - Groupby - selectivity,With,40,23746583.464285713
PredicatePushdown - Groupby - selectivity,With,40,23698273.57142857
PredicatePushdown - Groupby - selectivity,With,40,23738574.88095238
PredicatePushdown - Groupby - selectivity,With,40,23571731.387755103
PredicatePushdown - Groupby - selectivity,With,40,23586292.67857143
PredicatePushdown - Groupby - selectivity,With,40,23649084.92063492
PredicatePushdown - Groupby - selectivity,With,40,23651646.814285714
PredicatePushdown - Groupby - selectivity,With,40,23639066.5974026
PredicatePushdown - Groupby - selectivity,With,40,23709048.416666668
PredicatePushdown - Groupby - selectivity,With,40,23619410.153846152
PredicatePushdown - Groupby - selectivity,With,40,23626601.06122449
PredicatePushdown - Groupby - selectivity,With,40,23646538.723809525
PredicatePushdown - Groupby - selectivity,With,40,23621307.839285713
PredicatePushdown - Groupby - selectivity,With,40,23645879.6302521
PredicatePushdown - Groupby - selectivity,With,40,23694890.54761905
PredicatePushdown - Groupby - selectivity,With,40,23573465.22556391
PredicatePushdown - Groupby - selectivity,With,40,23653912.764285713
PredicatePushdown - Groupby - selectivity,With,80,17151930.222222224
PredicatePushdown - Groupby - selectivity,With,80,17344069.777777776
PredicatePushdown - Groupby - selectivity,With,80,17164441.962962963
PredicatePushdown - Groupby - selectivity,With,80,17178242.611111112
PredicatePushdown - Groupby - selectivity,With,80,17180239.844444446
PredicatePushdown - Groupby - selectivity,With,80,17103945.111111112
PredicatePushdown - Groupby - selectivity,With,80,17177566.34920635
PredicatePushdown - Groupby - selectivity,With,80,17159233.458333332
PredicatePushdown - Groupby - selectivity,With,80,17159482.308641974
PredicatePushdown - Groupby - selectivity,With,80,17156378.266666666
PredicatePushdown - Groupby - selectivity,With,80,17151305.939393938
PredicatePushdown - Groupby - selectivity,With,80,17198077.23148148
PredicatePushdown - Groupby - selectivity,With,80,17165891.504273504
PredicatePushdown - Groupby - selectivity,With,80,17162779.936507937
PredicatePushdown - Groupby - selectivity,With,80,17172048.985185184
PredicatePushdown - Groupby - selectivity,With,80,17149537.736111112
PredicatePushdown - Groupby - selectivity,With,80,17144255.594771244
PredicatePushdown - Groupby - selectivity,With,80,17180704.35802469
PredicatePushdown - Groupby - selectivity,With,80,17180809.34502924
PredicatePushdown - Groupby - selectivity,With,80,17175499.82222222
PredicatePushdown - Groupby - selectivity,With,20,25846550.333333332
PredicatePushdown - Groupby - selectivity,With,20,25865028.166666668
PredicatePushdown - Groupby - selectivity,With,20,25795357.388888888
PredicatePushdown - Groupby - selectivity,With,20,25964567.125
PredicatePushdown - Groupby - selectivity,With,20,25819724.733333334
PredicatePushdown - Groupby - selectivity,With,20,25939320.805555556
PredicatePushdown - Groupby - selectivity,With,20,25991897.38095238
PredicatePushdown - Groupby - selectivity,With,20,25902027.729166668
PredicatePushdown - Groupby - selectivity,With,20,25759349.592592593
PredicatePushdown - Groupby - selectivity,With,20,25859349.9
PredicatePushdown - Groupby - selectivity,With,20,25901064.59090909
PredicatePushdown - Groupby - selectivity,With,20,25877175.972222224
PredicatePushdown - Groupby - selectivity,With,20,25858397.833333332
PredicatePushdown - Groupby - selectivity,With,20,25932427.595238097
PredicatePushdown - Groupby - selectivity,With,20,25885427.7
PredicatePushdown - Groupby - selectivity,With,20,25870283.020833332
PredicatePushdown - Groupby - selectivity,With,20,25885028.99019608
PredicatePushdown - Groupby - selectivity,With,20,25845256.972222224
PredicatePushdown - Groupby - selectivity,With,20,25916059.09649123
PredicatePushdown - Groupby - selectivity,With,20,25916223.408333335
PredicatePushdown - Groupby - selectivity,Closures,60,21862018.85714286
PredicatePushdown - Groupby - selectivity,Closures,60,21870396.785714287
PredicatePushdown - Groupby - selectivity,Closures,60,21865798.285714287
PredicatePushdown - Groupby - selectivity,Closures,60,21907499.17857143
PredicatePushdown - Groupby - selectivity,Closures,60,21913137.028571427
PredicatePushdown - Groupby - selectivity,Closures,60,21899105.14285714
PredicatePushdown - Groupby - selectivity,Closures,60,21873272.08163265
PredicatePushdown - Groupby - selectivity,Closures,60,21837030.48214286
PredicatePushdown - Groupby - selectivity,Closures,60,21944814.07936508
PredicatePushdown - Groupby - selectivity,Closures,60,22009048.028571427
PredicatePushdown - Groupby - selectivity,Closures,60,21968962.22077922
PredicatePushdown - Groupby - selectivity,Closures,60,21928722.51190476
PredicatePushdown - Groupby - selectivity,Closures,60,21935307.637362637
PredicatePushdown - Groupby - selectivity,Closures,60,22025520.55102041
PredicatePushdown - Groupby - selectivity,Closures,60,21999005.59047619
PredicatePushdown - Groupby - selectivity,Closures,60,21949204.61607143
PredicatePushdown - Groupby - selectivity,Closures,60,22021922.596638657
PredicatePushdown - Groupby - selectivity,Closures,60,22018562.84920635
PredicatePushdown - Groupby - selectivity,Closures,60,21965861.308270678
PredicatePushdown - Groupby - selectivity,Closures,60,22028876.664285716
PredicatePushdown - Groupby - selectivity,Closures,40,21782187.85714286
PredicatePushdown - Groupby - selectivity,Closures,40,21829555.714285713
PredicatePushdown - Groupby - selectivity,Closures,40,21785883.666666668
PredicatePushdown - Groupby - selectivity,Closures,40,21809438.964285713
PredicatePushdown - Groupby - selectivity,Closures,40,21976033.257142857
PredicatePushdown - Groupby - selectivity,Closures,40,21826183.166666668
PredicatePushdown - Groupby - selectivity,Closures,40,21830174.42857143
PredicatePushdown - Groupby - selectivity,Closures,40,21854250.51785714
PredicatePushdown - Groupby - selectivity,Closures,40,21849077.174603175
PredicatePushdown - Groupby - selectivity,Closures,40,21833601.1
PredicatePushdown - Groupby - selectivity,Closures,40,21855432.25974026
PredicatePushdown - Groupby - selectivity,Closures,40,21844333.845238097
PredicatePushdown - Groupby - selectivity,Closures,40,21922754.703296702
PredicatePushdown - Groupby - selectivity,Closures,40,21892627.979591835
PredicatePushdown - Groupby - selectivity,Closures,40,21899265.171428572
PredicatePushdown - Groupby - selectivity,Closures,40,21990600.08035714
PredicatePushdown - Groupby - selectivity,Closures,40,21940827.94117647
PredicatePushdown - Groupby - selectivity,Closures,40,21848087.80952381
PredicatePushdown - Groupby - selectivity,Closures,40,21844549.09774436
PredicatePushdown - Groupby - selectivity,Closures,40,21842426.45
PredicatePushdown - Groupby - selectivity,Closures,80,22161106.14285714
PredicatePushdown - Groupby - selectivity,Closures,80,22144839.35714286
PredicatePushdown - Groupby - selectivity,Closures,80,22157777.0
PredicatePushdown - Groupby - selectivity,Closures,80,22122994.57142857
PredicatePushdown - Groupby - selectivity,Closures,80,22152767.828571428
PredicatePushdown - Groupby - selectivity,Closures,80,22124663.714285713
PredicatePushdown - Groupby - selectivity,Closures,80,22204939.673469387
PredicatePushdown - Groupby - selectivity,Closures,80,22322002.76785714
PredicatePushdown - Groupby - selectivity,Closures,80,22234665.46031746
PredicatePushdown - Groupby - selectivity,Closures,80,22199377.028571427
PredicatePushdown - Groupby - selectivity,Closures,80,22213521.987012986
PredicatePushdown - Groupby - selectivity,Closures,80,22230680.38095238
PredicatePushdown - Groupby - selectivity,Closures,80,22226726.065934066
PredicatePushdown - Groupby - selectivity,Closures,80,22246468.68367347
PredicatePushdown - Groupby - selectivity,Closures,80,22232848.03809524
PredicatePushdown - Groupby - selectivity,Closures,80,22296629.79464286
PredicatePushdown - Groupby - selectivity,Closures,80,22276524.61344538
PredicatePushdown - Groupby - selectivity,Closures,80,22241332.825396825
PredicatePushdown - Groupby - selectivity,Closures,80,22203112.834586468
PredicatePushdown - Groupby - selectivity,Closures,80,22231584.635714285
PredicatePushdown - Groupby - selectivity,Closures,20,21921776.42857143
PredicatePushdown - Groupby - selectivity,Closures,20,21926569.785714287
PredicatePushdown - Groupby - selectivity,Closures,20,21930638.333333332
PredicatePushdown - Groupby - selectivity,Closures,20,21961783.035714287
PredicatePushdown - Groupby - selectivity,Closures,20,21999038.971428573
PredicatePushdown - Groupby - selectivity,Closures,20,21998482.595238097
PredicatePushdown - Groupby - selectivity,Closures,20,21959968.204081632
PredicatePushdown - Groupby - selectivity,Closures,20,22005716.30357143
PredicatePushdown - Groupby - selectivity,Closures,20,21945342.206349205
PredicatePushdown - Groupby - selectivity,Closures,20,22004167.2
PredicatePushdown - Groupby - selectivity,Closures,20,22012923.051948052
PredicatePushdown - Groupby - selectivity,Closures,20,21995631.60714286
PredicatePushdown - Groupby - selectivity,Closures,20,22073324.164835166
PredicatePushdown - Groupby - selectivity,Closures,20,22052406.336734693
PredicatePushdown - Groupby - selectivity,Closures,20,22080156.685714286
PredicatePushdown - Groupby - selectivity,Closures,20,22048933.41964286
PredicatePushdown - Groupby - selectivity,Closures,20,22063494.336134452
PredicatePushdown - Groupby - selectivity,Closures,20,22023050.57936508
PredicatePushdown - Groupby - selectivity,Closures,20,22057419.135338347
PredicatePushdown - Groupby - selectivity,Closures,20,21994956.192857143
PredicatePushdown - Groupby - selectivity,Without,60,26211066.666666668
PredicatePushdown - Groupby - selectivity,Without,60,26233667.833333332
PredicatePushdown - Groupby - selectivity,Without,60,26175055.722222224
PredicatePushdown - Groupby - selectivity,Without,60,26130436.875
PredicatePushdown - Groupby - selectivity,Without,60,26147824.766666666
PredicatePushdown - Groupby - selectivity,Without,60,26391602.972222224
PredicatePushdown - Groupby - selectivity,Without,60,26215789.64285714
PredicatePushdown - Groupby - selectivity,Without,60,26290854.5625
PredicatePushdown - Groupby - selectivity,Without,60,26272100.962962963
PredicatePushdown - Groupby - selectivity,Without,60,26128450.466666665
PredicatePushdown - Groupby - selectivity,Without,60,26348487.46969697
PredicatePushdown - Groupby - selectivity,Without,60,26255703.361111112
PredicatePushdown - Groupby - selectivity,Without,60,26183234.397435896
PredicatePushdown - Groupby - selectivity,Without,60,26152295.04761905
PredicatePushdown - Groupby - selectivity,Without,60,26131169.077777777
PredicatePushdown - Groupby - selectivity,Without,60,26172925.395833332
PredicatePushdown - Groupby - selectivity,Without,60,26189420.07843137
PredicatePushdown - Groupby - selectivity,Without,60,26245979.435185187
PredicatePushdown - Groupby - selectivity,Without,60,26180849.13157895
PredicatePushdown - Groupby - selectivity,Without,60,26178166.0
PredicatePushdown - Groupby - selectivity,Without,40,26709858.333333332
PredicatePushdown - Groupby - selectivity,Without,40,26708610.083333332
PredicatePushdown - Groupby - selectivity,Without,40,26756470.833333332
PredicatePushdown - Groupby - selectivity,Without,40,26745074.291666668
PredicatePushdown - Groupby - selectivity,Without,40,26786564.766666666
PredicatePushdown - Groupby - selectivity,Without,40,26848917.944444444
PredicatePushdown - Groupby - selectivity,Without,40,26826357.833333332
PredicatePushdown - Groupby - selectivity,Without,40,26817035.5625
PredicatePushdown - Groupby - selectivity,Without,40,26780525.98148148
PredicatePushdown - Groupby - selectivity,Without,40,26743499.516666666
PredicatePushdown - Groupby - selectivity,Without,40,26702800.363636363
PredicatePushdown - Groupby - selectivity,Without,40,26740664.083333332
PredicatePushdown - Groupby - selectivity,Without,40,26804067.243589744
PredicatePushdown - Groupby - selectivity,Without,40,26837967.64285714
PredicatePushdown - Groupby - selectivity,Without,40,26791214.855555557
PredicatePushdown - Groupby - selectivity,Without,40,26804992.020833332
PredicatePushdown - Groupby - selectivity,Without,40,26809993.00980392
