stream,lib,n_row,memory,i,time
join,pandas,10000000,817.640625,9,1710236052.1252
join,pandas,10000000,977.835938,9,1710236052.2255
join,pandas,10000000,1376.804688,9,1710236052.3259
join,pandas,10000000,1391.800781,9,1710236052.4262
join,pandas,10000000,944.246094,9,1710236052.5266
join,pandas,10000000,1381.875,9,1710236052.6269
join,pandas,10000000,2269.875,9,1710236052.7273
join,pandas,10000000,2546.5,9,1710236052.8276
join,pandas,10000000,2622.75,9,1710236052.9279
join,pandas,10000000,2622.75,9,1710236053.0282
join,pandas,10000000,2622.75,9,1710236053.1285
join,pandas,10000000,2622.75,9,1710236053.2289
join,pandas,10000000,2778.5,9,1710236053.3292
join,pandas,10000000,3023.875,9,1710236053.4295
join,pandas,10000000,3252.625,9,1710236053.5298
join,pandas,10000000,3431.25,9,1710236053.6301
join,pandas,10000000,3462.0,9,1710236053.7304
join,pandas,10000000,3462.0,9,1710236053.8307
join,pandas,10000000,3462.0,9,1710236053.9311
join,pandas,10000000,3462.0,9,1710236054.0314
join,pandas,10000000,3462.0,9,1710236054.1317
join,pandas,10000000,3462.0,9,1710236054.2321
join,pandas,10000000,3462.0,9,1710236054.3325
join,pandas,10000000,3778.878906,9,1710236054.4328
join,pandas,10000000,4230.832031,9,1710236054.5332
join,pandas,10000000,4686.832031,9,1710236054.6336
join,pandas,10000000,2661.347656,9,1710236054.7339
join,pandas,10000000,2705.246094,9,1710236054.8343
join,pandas,10000000,3333.246094,9,1710236054.9346
join,pandas,10000000,3965.246094,9,1710236055.035
join,pandas,10000000,4599.246094,9,1710236055.1354
join,pandas,10000000,5233.246094,9,1710236055.2357
join,pandas,10000000,5869.246094,9,1710236055.3361
join,pandas,10000000,6503.246094,9,1710236055.4365
join,pandas,10000000,6809.246094,9,1710236055.5369
join,pandas,10000000,7037.246094,9,1710236055.6373
join,pandas,10000000,7231.246094,9,1710236055.7377
join,pandas,10000000,0.0,9,1710236055.9066
groupby,polars,10000000,0.375,10,1710235953.3434
groupby,polars,10000000,28.289062,10,1710235953.4437
groupby,polars,10000000,36.484375,10,1710235953.5439
groupby,polars,10000000,138.609375,10,1710235953.6442
groupby,polars,10000000,269.484375,10,1710235953.7445
groupby,polars,10000000,322.234375,10,1710235953.8449
groupby,polars,10000000,344.984375,10,1710235953.9453
groupby,polars,10000000,367.484375,10,1710235954.0457
groupby,polars,10000000,390.109375,10,1710235954.1461
groupby,polars,10000000,412.734375,10,1710235954.2464
groupby,polars,10000000,435.234375,10,1710235954.3467
groupby,polars,10000000,457.734375,10,1710235954.447
groupby,polars,10000000,480.484375,10,1710235954.5473
groupby,polars,10000000,502.984375,10,1710235954.6475
groupby,polars,10000000,525.734375,10,1710235954.7478
groupby,polars,10000000,548.109375,10,1710235954.848
groupby,polars,10000000,345.285156,10,1710235954.9484
groupby,polars,10000000,238.8125,10,1710235955.0487
groupby,polars,10000000,296.679688,10,1710235955.1491
groupby,polars,10000000,118.675781,10,1710235955.2494
groupby,noir,1000000,0.25,1,1710235685.5156
groupby,noir,1000000,25.414062,1,1710235685.6159
join,noir,1000000,0.375,4,1710235689.6607
join,noir,1000000,50.289062,4,1710235689.761
join,noir,1000000,88.039062,4,1710235689.8614
join,noir,1000000,120.039062,4,1710235689.9618
join,noir,1000000,151.164062,4,1710235690.0621
join,noir,1000000,182.039062,4,1710235690.1625
join,noir,1000000,212.414062,4,1710235690.2629
join,noir,1000000,242.039062,4,1710235690.3637
join,noir,1000000,271.914062,4,1710235690.4655
join,noir,1000000,301.914062,4,1710235690.5659
join,noir,1000000,332.414062,4,1710235690.6662
join,noir,1000000,362.414062,4,1710235690.7666
join,noir,1000000,392.164062,4,1710235690.867
join,noir,1000000,422.539062,4,1710235690.9673
join,noir,1000000,452.539062,4,1710235691.0678
join,noir,1000000,0.0,4,1710235691.1681
groupby,polars,10000000,0.375,6,1710235931.6271
groupby,polars,10000000,28.414062,6,1710235931.7274
groupby,polars,10000000,36.113281,6,1710235931.8277
groupby,polars,10000000,129.238281,6,1710235931.928
groupby,polars,10000000,257.738281,6,1710235932.0283
groupby,polars,10000000,321.238281,6,1710235932.1284
groupby,polars,10000000,344.113281,6,1710235932.2287
groupby,polars,10000000,366.488281,6,1710235932.3289
groupby,polars,10000000,388.988281,6,1710235932.4292
groupby,polars,10000000,411.613281,6,1710235932.5294
groupby,polars,10000000,434.238281,6,1710235932.6297
groupby,polars,10000000,456.988281,6,1710235932.7299
groupby,polars,10000000,479.363281,6,1710235932.8302
groupby,polars,10000000,501.863281,6,1710235932.9304
groupby,polars,10000000,524.363281,6,1710235933.0307
groupby,polars,10000000,546.988281,6,1710235933.131
groupby,polars,10000000,335.054688,6,1710235933.2314
groupby,polars,10000000,231.507812,6,1710235933.3317
groupby,polars,10000000,294.507812,6,1710235933.4321
groupby,polars,10000000,118.738281,6,1710235933.5325
groupby,noir,10000,0.25,6,1710235646.8525
join,polars,10000,0.375,3,1710235649.4048
join,polars,10000,39.601562,3,1710235649.5051
join,polars,100000,0.375,1,1710235668.3054
join,polars,100000,39.246094,1,1710235668.4057
join,noir,10000000,0.25,5,1710235803.5433
join,noir,10000000,50.414062,5,1710235803.6437
join,noir,10000000,88.039062,5,1710235803.744
join,noir,10000000,119.539062,5,1710235803.8444
join,noir,10000000,152.289062,5,1710235803.9448
join,noir,10000000,184.164062,5,1710235804.0452
join,noir,10000000,214.664062,5,1710235804.1456
join,noir,10000000,244.039062,5,1710235804.2459
join,noir,10000000,273.289062,5,1710235804.3463
join,noir,10000000,302.414062,5,1710235804.4467
join,noir,10000000,330.539062,5,1710235804.5471
join,noir,10000000,359.664062,5,1710235804.6474
join,noir,10000000,388.164062,5,1710235804.7478
join,noir,10000000,417.164062,5,1710235804.8482
join,noir,10000000,446.914062,5,1710235804.9493
join,noir,10000000,476.414062,5,1710235805.0497
join,noir,10000000,504.414062,5,1710235805.15
join,noir,10000000,533.789062,5,1710235805.2504
join,noir,10000000,563.664062,5,1710235805.3508
join,noir,10000000,593.164062,5,1710235805.4511
join,noir,10000000,622.539062,5,1710235805.5515
join,noir,10000000,650.789062,5,1710235805.6519
join,noir,10000000,679.914062,5,1710235805.7522
join,noir,10000000,709.289062,5,1710235805.8526
join,noir,10000000,739.664062,5,1710235805.9529
join,noir,10000000,768.414062,5,1710235806.0533
join,noir,10000000,798.039062,5,1710235806.1537
join,noir,10000000,827.539062,5,1710235806.2541
join,noir,10000000,857.539062,5,1710235806.3544
join,noir,10000000,886.164062,5,1710235806.4548
join,noir,10000000,915.789062,5,1710235806.5552
join,noir,10000000,945.039062,5,1710235806.6574
join,noir,10000000,974.289062,5,1710235806.7577
join,noir,10000000,1001.789062,5,1710235806.8581
join,noir,10000000,1031.164062,5,1710235806.9585
join,noir,10000000,1059.164062,5,1710235807.0589
join,noir,10000000,1088.664062,5,1710235807.1593
join,noir,10000000,1117.789062,5,1710235807.2597
join,noir,10000000,1148.914062,5,1710235807.36
join,noir,10000000,1177.914062,5,1710235807.4612
join,noir,10000000,1208.539062,5,1710235807.5616
join,noir,10000000,1238.039062,5,1710235807.6619
join,noir,10000000,1266.914062,5,1710235807.7623
join,noir,10000000,1296.664062,5,1710235807.8627
join,noir,10000000,1326.539062,5,1710235807.963
join,noir,10000000,1354.664062,5,1710235808.0638
join,noir,10000000,1384.289062,5,1710235808.1642
join,noir,10000000,1411.914062,5,1710235808.2645
join,noir,10000000,1440.789062,5,1710235808.3649
join,noir,10000000,1469.289062,5,1710235808.4653
join,noir,10000000,1497.789062,5,1710235808.5657
join,noir,10000000,1525.664062,5,1710235808.6661
join,noir,10000000,1554.039062,5,1710235808.7665
join,noir,10000000,1582.914062,5,1710235808.8668
join,noir,10000000,1613.164062,5,1710235808.9672
join,noir,10000000,1643.164062,5,1710235809.0676
join,noir,10000000,1672.414062,5,1710235809.1679
join,noir,10000000,1701.414062,5,1710235809.2683
join,noir,10000000,1730.539062,5,1710235809.3687
join,noir,10000000,1758.539062,5,1710235809.4691
join,noir,10000000,1787.039062,5,1710235809.5694
join,noir,10000000,1816.289062,5,1710235809.6709
join,noir,10000000,1844.539062,5,1710235809.7713
join,noir,10000000,1873.539062,5,1710235809.8717
join,noir,10000000,1902.414062,5,1710235809.972
join,noir,10000000,1931.164062,5,1710235810.0724
join,noir,10000000,1960.289062,5,1710235810.1728
join,noir,10000000,1989.164062,5,1710235810.2732
join,noir,10000000,2017.289062,5,1710235810.3736
join,noir,10000000,2046.289062,5,1710235810.4743
join,noir,10000000,2075.914062,5,1710235810.5747
join,noir,10000000,2105.914062,5,1710235810.675
join,noir,10000000,2135.414062,5,1710235810.7754
join,noir,10000000,2164.164062,5,1710235810.8758
join,noir,10000000,2192.164062,5,1710235810.9762
join,noir,10000000,2221.539062,5,1710235811.0765
join,noir,10000000,2251.164062,5,1710235811.1769
join,noir,10000000,2279.539062,5,1710235811.2773
join,noir,10000000,2307.914062,5,1710235811.3777
join,noir,10000000,2337.539062,5,1710235811.4781
join,noir,10000000,2364.914062,5,1710235811.5792
join,noir,10000000,2394.164062,5,1710235811.6796
join,noir,10000000,2421.914062,5,1710235811.7799
join,noir,10000000,2450.789062,5,1710235811.881
join,noir,10000000,2480.289062,5,1710235811.9813
join,noir,10000000,2509.539062,5,1710235812.0817
join,noir,10000000,2538.039062,5,1710235812.1824
join,noir,10000000,2565.664062,5,1710235812.2828
join,noir,10000000,2593.664062,5,1710235812.3831
join,noir,10000000,2621.789062,5,1710235812.4835
join,noir,10000000,2650.414062,5,1710235812.5839
join,noir,10000000,2677.414062,5,1710235812.6842
join,noir,10000000,2705.789062,5,1710235812.7846
join,noir,10000000,2734.164062,5,1710235812.885
join,noir,10000000,2762.539062,5,1710235812.9853
join,noir,10000000,2791.414062,5,1710235813.0857
join,noir,10000000,2820.664062,5,1710235813.1861
join,noir,10000000,2848.039062,5,1710235813.2864
join,noir,10000000,2877.039062,5,1710235813.3877
join,noir,10000000,2904.914062,5,1710235813.4881
join,noir,10000000,2933.789062,5,1710235813.5886
join,noir,10000000,2961.914062,5,1710235813.689
join,noir,10000000,2990.039062,5,1710235813.7894
join,noir,10000000,3018.039062,5,1710235813.8898
join,noir,10000000,3046.914062,5,1710235813.9901
join,noir,10000000,3075.539062,5,1710235814.0905
join,noir,10000000,3104.164062,5,1710235814.1909
join,noir,10000000,3132.039062,5,1710235814.2913
join,noir,10000000,3160.664062,5,1710235814.3916
join,noir,10000000,3189.289062,5,1710235814.492
join,noir,10000000,3217.664062,5,1710235814.5924
join,noir,10000000,3245.164062,5,1710235814.6928
join,noir,10000000,3274.039062,5,1710235814.7932
join,noir,10000000,3302.039062,5,1710235814.8936
join,noir,10000000,3331.164062,5,1710235814.9943
join,noir,10000000,3358.039062,5,1710235815.0947
join,noir,10000000,3387.039062,5,1710235815.1959
join,noir,10000000,3414.539062,5,1710235815.2963
join,noir,10000000,3442.539062,5,1710235815.3968
join,noir,10000000,3471.914062,5,1710235815.4972
join,noir,10000000,3499.914062,5,1710235815.5975
join,noir,10000000,3528.664062,5,1710235815.6979
join,noir,10000000,3557.164062,5,1710235815.7982
join,noir,10000000,3586.164062,5,1710235815.9011
join,noir,10000000,3613.539062,5,1710235816.0014
join,noir,10000000,3643.289062,5,1710235816.1018
join,noir,10000000,3671.414062,5,1710235816.2022
join,noir,10000000,3700.414062,5,1710235816.3026
join,noir,10000000,3729.039062,5,1710235816.4029
join,noir,10000000,3755.539062,5,1710235816.5033
join,noir,10000000,3785.539062,5,1710235816.6036
join,noir,10000000,3812.289062,5,1710235816.704
join,noir,10000000,3841.289062,5,1710235816.8044
join,noir,10000000,3869.539062,5,1710235816.9048
join,noir,10000000,3897.539062,5,1710235817.0061
join,noir,10000000,3927.039062,5,1710235817.108
join,noir,10000000,3955.289062,5,1710235817.2083
join,noir,10000000,3983.664062,5,1710235817.3087
join,noir,10000000,4013.039062,5,1710235817.4091
join,noir,10000000,4040.914062,5,1710235817.5094
join,noir,10000000,4067.914062,5,1710235817.61
join,noir,10000000,4096.789062,5,1710235817.7115
join,noir,10000000,4125.039062,5,1710235817.8119
join,noir,10000000,4151.664062,5,1710235817.9128
join,noir,10000000,4180.289062,5,1710235818.0132
join,noir,10000000,4208.289062,5,1710235818.1135
join,noir,10000000,4235.414062,5,1710235818.2139
join,noir,10000000,4263.289062,5,1710235818.3143
join,noir,10000000,4293.664062,5,1710235818.4146
join,noir,10000000,4321.539062,5,1710235818.515
join,noir,10000000,0.0,5,1710235818.6154
join,noir,10000000,0.0,5,1710235818.7158
join,noir,10000000,0.0,5,1710235818.8161
join,noir,10000,0.375,3,1710235645.6942
join,pandas,10000000,0.375,8,1710236037.613
join,pandas,10000000,30.539062,8,1710236037.7133
join,pandas,10000000,56.761719,8,1710236037.8136
join,pandas,10000000,89.761719,8,1710236037.914
join,pandas,10000000,120.761719,8,1710236038.0143
join,pandas,10000000,150.761719,8,1710236038.1146
join,pandas,10000000,180.761719,8,1710236038.2149
join,pandas,10000000,211.011719,8,1710236038.3152
join,pandas,10000000,241.011719,8,1710236038.4156
join,pandas,10000000,272.136719,8,1710236038.5159
join,pandas,10000000,303.261719,8,1710236038.6161
join,pandas,10000000,334.636719,8,1710236038.7164
join,pandas,10000000,365.761719,8,1710236038.8167
join,pandas,10000000,395.886719,8,1710236038.917
join,pandas,10000000,425.886719,8,1710236039.0173
join,pandas,10000000,455.886719,8,1710236039.1176
join,pandas,10000000,486.261719,8,1710236039.2179
join,pandas,10000000,518.136719,8,1710236039.3182
join,pandas,10000000,549.761719,8,1710236039.4185
join,pandas,10000000,581.136719,8,1710236039.5188
join,pandas,10000000,611.386719,8,1710236039.6191
join,pandas,10000000,641.136719,8,1710236039.7193
join,pandas,10000000,671.136719,8,1710236039.8196
join,pandas,10000000,701.886719,8,1710236039.9199
join,pandas,10000000,734.011719,8,1710236040.0203
join,pandas,10000000,765.511719,8,1710236040.1207
join,pandas,10000000,796.261719,8,1710236040.221
join,pandas,10000000,826.261719,8,1710236040.3213
join,pandas,10000000,1134.367188,8,1710236040.4218
join,pandas,10000000,1026.308594,8,1710236040.5222
join,pandas,10000000,1555.265625,8,1710236040.6226
join,pandas,10000000,931.785156,8,1710236040.7231
join,pandas,10000000,1515.453125,8,1710236040.8235
join,pandas,10000000,2409.453125,8,1710236040.924
join,pandas,10000000,2510.828125,8,1710236041.0244
join,pandas,10000000,2587.203125,8,1710236041.1248
join,pandas,10000000,2587.203125,8,1710236041.2251
join,pandas,10000000,2587.203125,8,1710236041.3255
join,pandas,10000000,2587.203125,8,1710236041.4259
join,pandas,10000000,2777.078125,8,1710236041.5262
join,pandas,10000000,3020.078125,8,1710236041.6265
join,pandas,10000000,3245.578125,8,1710236041.7268
join,pandas,10000000,3410.078125,8,1710236041.8272
join,pandas,10000000,3426.453125,8,1710236041.9276
join,pandas,10000000,3426.453125,8,1710236042.028
join,pandas,10000000,3426.453125,8,1710236042.1285
join,pandas,10000000,3426.453125,8,1710236042.2289
join,pandas,10000000,3426.453125,8,1710236042.3293
join,pandas,10000000,3426.453125,8,1710236042.4296
join,pandas,10000000,3360.878906,8,1710236042.5301
join,pandas,10000000,3820.878906,8,1710236042.6305
join,pandas,10000000,4274.832031,8,1710236042.731
join,pandas,10000000,4734.832031,8,1710236042.8314
join,pandas,10000000,2367.539062,8,1710236042.9318
join,pandas,10000000,2783.371094,8,1710236043.0323
join,pandas,10000000,3413.371094,8,1710236043.1327
join,pandas,10000000,4047.371094,8,1710236043.2331
join,pandas,10000000,4679.371094,8,1710236043.3336
join,pandas,10000000,5313.371094,8,1710236043.434
join,pandas,10000000,5949.371094,8,1710236043.5344
join,pandas,10000000,6583.371094,8,1710236043.6349
join,pandas,10000000,6795.746094,8,1710236043.7353
join,pandas,10000000,7040.996094,8,1710236043.8357
join,pandas,10000000,7227.996094,8,1710236043.9539
join,pandas,10000000,7385.371094,8,1710236044.0544
join,pandas,10000000,0.0,8,1710236044.3025
groupby,pandas,10000000,1.375,10,1710236068.1043
groupby,pandas,10000000,21.285156,10,1710236068.2046
groupby,pandas,10000000,28.535156,10,1710236068.3048
groupby,pandas,10000000,35.785156,10,1710236068.405
groupby,pandas,10000000,41.285156,10,1710236068.5053
groupby,pandas,10000000,48.109375,10,1710236068.6056
groupby,pandas,10000000,53.859375,10,1710236068.7059
groupby,pandas,10000000,59.484375,10,1710236068.8061
groupby,pandas,10000000,63.609375,10,1710236068.9065
groupby,pandas,10000000,85.609375,10,1710236069.0067
groupby,pandas,10000000,110.359375,10,1710236069.107
groupby,pandas,10000000,132.109375,10,1710236069.2073
groupby,pandas,10000000,155.359375,10,1710236069.3076
groupby,pandas,10000000,179.609375,10,1710236069.4079
groupby,pandas,10000000,200.359375,10,1710236069.5081
groupby,pandas,10000000,225.359375,10,1710236069.6084
groupby,pandas,10000000,245.359375,10,1710236069.7086
groupby,pandas,10000000,270.359375,10,1710236069.8089
groupby,pandas,10000000,292.109375,10,1710236069.9091
groupby,pandas,10000000,315.609375,10,1710236070.0093
groupby,pandas,10000000,337.359375,10,1710236070.1096
groupby,pandas,10000000,360.359375,10,1710236070.2098
groupby,pandas,10000000,385.359375,10,1710236070.3102
groupby,pandas,10000000,406.484375,10,1710236070.4105
groupby,pandas,10000000,430.359375,10,1710236070.5108
groupby,pandas,10000000,454.234375,10,1710236070.611
groupby,pandas,10000000,475.609375,10,1710236070.7113
groupby,pandas,10000000,500.359375,10,1710236070.8115
groupby,pandas,10000000,521.484375,10,1710236070.9117
groupby,pandas,10000000,545.609375,10,1710236071.012
groupby,pandas,10000000,568.109375,10,1710236071.1122
groupby,pandas,10000000,590.734375,10,1710236071.2125
groupby,pandas,10000000,615.734375,10,1710236071.3127
groupby,pandas,10000000,635.734375,10,1710236071.4129
groupby,pandas,10000000,660.734375,10,1710236071.5132
groupby,pandas,10000000,682.859375,10,1710236071.6134
groupby,pandas,10000000,705.734375,10,1710236071.7136
groupby,pandas,10000000,729.734375,10,1710236071.8139
groupby,pandas,10000000,750.734375,10,1710236071.9141
groupby,pandas,10000000,774.734375,10,1710236072.0143
groupby,pandas,10000000,795.734375,10,1710236072.1146
groupby,pandas,10000000,820.734375,10,1710236072.2149
groupby,pandas,10000000,840.109375,10,1710236072.3151
groupby,pandas,10000000,1539.453125,10,1710236072.4155
groupby,pandas,10000000,1232.667969,10,1710236072.5159
groupby,pandas,10000000,952.648438,10,1710236072.6162
groupby,pandas,10000000,1145.890625,10,1710236072.7165
join,noir,10000000,0.25,6,1710235820.0509
join,noir,10000000,50.164062,6,1710235820.1512
join,noir,10000000,87.539062,6,1710235820.2515
join,noir,10000000,119.164062,6,1710235820.3519
join,noir,10000000,152.289062,6,1710235820.4534
join,noir,10000000,183.289062,6,1710235820.5538
join,noir,10000000,213.289062,6,1710235820.6541
join,noir,10000000,243.039062,6,1710235820.7545
join,noir,10000000,272.539062,6,1710235820.8549
join,noir,10000000,301.039062,6,1710235820.9553
join,noir,10000000,330.914062,6,1710235821.0559
join,noir,10000000,362.039062,6,1710235821.1563
join,noir,10000000,391.164062,6,1710235821.2566
join,noir,10000000,421.539062,6,1710235821.3582
join,noir,10000000,451.164062,6,1710235821.4586
join,noir,10000000,482.664062,6,1710235821.5589
join,noir,10000000,512.789062,6,1710235821.6593
join,noir,10000000,543.289062,6,1710235821.7597
join,noir,10000000,574.539062,6,1710235821.8613
join,noir,10000000,604.664062,6,1710235821.9616
join,noir,10000000,633.164062,6,1710235822.0622
join,noir,10000000,663.414062,6,1710235822.1629
join,noir,10000000,692.414062,6,1710235822.2645
join,noir,10000000,722.664062,6,1710235822.3649
join,noir,10000000,751.539062,6,1710235822.4652
join,noir,10000000,779.539062,6,1710235822.5656
join,noir,10000000,809.914062,6,1710235822.6668
join,noir,10000000,839.164062,6,1710235822.7675
join,noir,10000000,867.914062,6,1710235822.8679
join,noir,10000000,895.914062,6,1710235822.9683
join,noir,10000000,925.164062,6,1710235823.0686
join,noir,10000000,954.289062,6,1710235823.1689
join,noir,10000000,984.414062,6,1710235823.2693
join,noir,10000000,1012.664062,6,1710235823.3697
join,noir,10000000,1043.164062,6,1710235823.4701
join,noir,10000000,1072.664062,6,1710235823.5713
join,noir,10000000,1102.289062,6,1710235823.6722
join,noir,10000000,1131.164062,6,1710235823.7725
join,noir,10000000,1161.039062,6,1710235823.8729
join,noir,10000000,1191.289062,6,1710235823.9743
join,noir,10000000,1219.664062,6,1710235824.0747
join,noir,10000000,1251.289062,6,1710235824.175
join,noir,10000000,1278.789062,6,1710235824.2754
join,noir,10000000,1308.789062,6,1710235824.3758
join,noir,10000000,1337.789062,6,1710235824.4762
join,noir,10000000,1366.664062,6,1710235824.5766
join,noir,10000000,1394.414062,6,1710235824.6775
join,noir,10000000,1422.914062,6,1710235824.7779
join,noir,10000000,1452.414062,6,1710235824.8783
join,noir,10000000,1483.039062,6,1710235824.9786
join,noir,10000000,1512.289062,6,1710235825.0808
join,noir,10000000,1542.289062,6,1710235825.1813
join,noir,10000000,1572.164062,6,1710235825.2816
join,noir,10000000,1600.539062,6,1710235825.382
join,noir,10000000,1630.414062,6,1710235825.4824
join,noir,10000000,1659.539062,6,1710235825.5847
join,noir,10000000,1688.289062,6,1710235825.6851
join,noir,10000000,1717.789062,6,1710235825.7854
join,noir,10000000,1746.789062,6,1710235825.8858
join,noir,10000000,1777.789062,6,1710235825.9862
join,noir,10000000,1806.914062,6,1710235826.0865
join,noir,10000000,1837.789062,6,1710235826.1869
join,noir,10000000,1865.914062,6,1710235826.2872
join,noir,10000000,1895.914062,6,1710235826.3898
join,noir,10000000,1924.289062,6,1710235826.4901
join,noir,10000000,1952.039062,6,1710235826.5905
join,noir,10000000,1981.539062,6,1710235826.6909
join,noir,10000000,2010.289062,6,1710235826.7912
join,noir,10000000,2039.664062,6,1710235826.8916
join,noir,10000000,2068.289062,6,1710235826.992
join,noir,10000000,2097.914062,6,1710235827.0925
join,noir,10000000,2126.289062,6,1710235827.1929
join,noir,10000000,2155.664062,6,1710235827.2933
join,noir,10000000,2184.789062,6,1710235827.3937
join,noir,10000000,2214.414062,6,1710235827.494
join,noir,10000000,2243.414062,6,1710235827.5944
join,noir,10000000,2270.414062,6,1710235827.6948
join,noir,10000000,2298.289062,6,1710235827.7961
join,noir,10000000,2326.914062,6,1710235827.8965
join,noir,10000000,2355.164062,6,1710235827.9969
join,noir,10000000,2383.914062,6,1710235828.0972
join,noir,10000000,2411.914062,6,1710235828.1976
join,noir,10000000,2441.289062,6,1710235828.2984
join,noir,10000000,2470.039062,6,1710235828.3987
join,noir,10000000,2498.914062,6,1710235828.4999
join,noir,10000000,2528.289062,6,1710235828.6002
join,noir,10000000,2556.414062,6,1710235828.7022
join,noir,10000000,2584.289062,6,1710235828.8026
join,noir,10000000,2612.789062,6,1710235828.903
join,noir,10000000,2642.289062,6,1710235829.0034
join,noir,10000000,2670.789062,6,1710235829.1052
join,noir,10000000,2699.164062,6,1710235829.2056
join,noir,10000000,2729.289062,6,1710235829.306
join,noir,10000000,2757.664062,6,1710235829.4063
join,noir,10000000,2785.539062,6,1710235829.5067
join,noir,10000000,2814.164062,6,1710235829.6072
join,noir,10000000,2842.789062,6,1710235829.7076
join,noir,10000000,2871.164062,6,1710235829.8081
join,noir,10000000,2899.914062,6,1710235829.9085
join,noir,10000000,2929.039062,6,1710235830.0092
join,noir,10000000,2958.289062,6,1710235830.1096
join,noir,10000000,2987.289062,6,1710235830.2102
join,noir,10000000,3016.914062,6,1710235830.3106
join,noir,10000000,3044.414062,6,1710235830.411
join,noir,10000000,3073.664062,6,1710235830.5114
join,noir,10000000,3102.664062,6,1710235830.6117
join,noir,10000000,3132.414062,6,1710235830.7121
join,noir,10000000,3160.914062,6,1710235830.8125
join,noir,10000000,3190.164062,6,1710235830.9129
join,noir,10000000,3218.914062,6,1710235831.0132
join,noir,10000000,3246.414062,6,1710235831.1136
join,noir,10000000,3275.664062,6,1710235831.214
join,noir,10000000,3305.164062,6,1710235831.3143
join,noir,10000000,3334.914062,6,1710235831.4147
join,noir,10000000,3362.664062,6,1710235831.5151
join,noir,10000000,3392.539062,6,1710235831.6154
join,noir,10000000,3421.539062,6,1710235831.7158
join,noir,10000000,3449.289062,6,1710235831.8166
join,noir,10000000,3476.664062,6,1710235831.917
join,noir,10000000,3503.664062,6,1710235832.0176
join,noir,10000000,3533.164062,6,1710235832.118
join,noir,10000000,3561.164062,6,1710235832.2184
join,noir,10000000,3590.914062,6,1710235832.32
join,noir,10000000,3620.289062,6,1710235832.4211
join,noir,10000000,3648.914062,6,1710235832.5215
join,noir,10000000,3678.164062,6,1710235832.6219
join,noir,10000000,3705.664062,6,1710235832.7222
join,noir,10000000,3735.039062,6,1710235832.8226
join,noir,10000000,3764.164062,6,1710235832.9231
join,noir,10000000,3792.664062,6,1710235833.0235
join,noir,10000000,3822.039062,6,1710235833.1259
join,noir,10000000,3849.914062,6,1710235833.2263
join,noir,10000000,3878.914062,6,1710235833.3266
join,noir,10000000,3909.164062,6,1710235833.427
join,noir,10000000,3935.914062,6,1710235833.5273
join,noir,10000000,3963.289062,6,1710235833.6277
join,noir,10000000,3989.914062,6,1710235833.7281
join,noir,10000000,4018.289062,6,1710235833.8285
join,noir,10000000,4046.164062,6,1710235833.9288
join,noir,10000000,4075.414062,6,1710235834.0292
join,noir,10000000,4104.414062,6,1710235834.1296
join,noir,10000000,4133.789062,6,1710235834.23
join,noir,10000000,4161.414062,6,1710235834.3303
join,noir,10000000,4189.539062,6,1710235834.4307
join,noir,10000000,4217.039062,6,1710235834.5311
join,noir,10000000,4246.414062,6,1710235834.6314
join,noir,10000000,4274.539062,6,1710235834.7318
join,noir,10000000,4301.164062,6,1710235834.8322
join,noir,10000000,4325.289062,6,1710235834.9326
join,noir,10000000,0.0,6,1710235835.033
join,noir,10000000,0.0,6,1710235835.1333
join,polars,10000000,0.375,3,1710235912.2604
join,polars,10000000,36.367188,3,1710235912.3606
join,polars,10000000,176.492188,3,1710235912.461
join,polars,10000000,316.992188,3,1710235912.5614
join,polars,10000000,457.617188,3,1710235912.6618
join,polars,10000000,598.367188,3,1710235912.7621
join,polars,10000000,738.617188,3,1710235912.8625
join,polars,10000000,878.742188,3,1710235912.9628
join,polars,10000000,1018.867188,3,1710235913.0632
join,polars,10000000,1025.667969,3,1710235913.1636
join,polars,10000000,1540.042969,3,1710235913.264
join,polars,10000000,912.015625,3,1710235913.3644
join,polars,10000000,1210.1875,3,1710235913.4648
join,polars,10000000,1357.460938,3,1710235913.5652
join,polars,10000000,1915.710938,3,1710235913.6657
join,polars,10000000,1545.859375,3,1710235913.766
join,polars,10000000,2135.734375,3,1710235913.8664
join,polars,10000000,1899.21875,3,1710235913.9669
join,polars,10000000,2574.59375,3,1710235914.0673
join,polars,10000000,3250.46875,3,1710235914.1677
join,polars,10000000,3925.96875,3,1710235914.2681
join,polars,10000000,4586.59375,3,1710235914.3685
join,polars,10000000,5247.09375,3,1710235914.4689
join,polars,10000000,5905.46875,3,1710235914.5693
join,polars,10000000,6564.96875,3,1710235914.6697
join,polars,10000000,7144.34375,3,1710235914.7701
join,polars,10000000,0.0,3,1710235915.0189
join,polars,10000000,0.0,3,1710235915.1197
join,polars,10000000,0.0,3,1710235915.22
join,polars,10000000,0.0,3,1710235915.3207
join,polars,10000000,0.0,3,1710235915.4211
groupby,pandas,100000,0.375,7,1710235680.3789
groupby,pandas,100000,30.914062,7,1710235680.4791
groupby,pandas,100000,56.859375,7,1710235680.5794
groupby,pandas,100000,71.851562,7,1710235680.6797
groupby,polars,10000000,0.375,1,1710235904.8081
groupby,polars,10000000,25.914062,1,1710235904.9085
groupby,polars,10000000,31.488281,1,1710235905.0088
groupby,polars,10000000,38.738281,1,1710235905.109
