stream,lib,n_row,memory,i,time
groupby,pandas,10000000,20.917969,6,1710236021.0667
groupby,pandas,10000000,28.417969,6,1710236021.167
groupby,pandas,10000000,35.667969,6,1710236021.2674
groupby,pandas,10000000,41.042969,6,1710236021.3676
groupby,pandas,10000000,47.871094,6,1710236021.4678
groupby,pandas,10000000,53.621094,6,1710236021.568
groupby,pandas,10000000,59.371094,6,1710236021.6683
groupby,pandas,10000000,63.871094,6,1710236021.7685
groupby,pandas,10000000,88.871094,6,1710236021.8688
groupby,pandas,10000000,110.246094,6,1710236021.969
groupby,pandas,10000000,134.496094,6,1710236022.0693
groupby,pandas,10000000,155.496094,6,1710236022.1696
groupby,pandas,10000000,180.246094,6,1710236022.27
groupby,pandas,10000000,200.246094,6,1710236022.3702
groupby,pandas,10000000,225.246094,6,1710236022.4705
groupby,pandas,10000000,245.621094,6,1710236022.5707
groupby,pandas,10000000,270.371094,6,1710236022.6709
groupby,pandas,10000000,294.496094,6,1710236022.7712
groupby,pandas,10000000,315.621094,6,1710236022.8714
groupby,pandas,10000000,340.371094,6,1710236022.9718
groupby,pandas,10000000,362.496094,6,1710236023.072
groupby,pandas,10000000,385.371094,6,1710236023.1723
groupby,pandas,10000000,410.371094,6,1710236023.2725
groupby,pandas,10000000,430.371094,6,1710236023.3728
groupby,pandas,10000000,455.371094,6,1710236023.473
groupby,pandas,10000000,475.621094,6,1710236023.5733
groupby,pandas,10000000,500.371094,6,1710236023.6736
groupby,pandas,10000000,521.746094,6,1710236023.7738
groupby,pandas,10000000,545.621094,6,1710236023.874
groupby,pandas,10000000,568.746094,6,1710236023.9743
groupby,pandas,10000000,590.621094,6,1710236024.0746
groupby,pandas,10000000,614.996094,6,1710236024.1748
groupby,pandas,10000000,635.746094,6,1710236024.2752
groupby,pandas,10000000,660.746094,6,1710236024.3754
groupby,pandas,10000000,680.996094,6,1710236024.4757
groupby,pandas,10000000,705.746094,6,1710236024.576
groupby,pandas,10000000,729.496094,6,1710236024.6762
groupby,pandas,10000000,750.746094,6,1710236024.7765
groupby,pandas,10000000,775.746094,6,1710236024.8768
groupby,pandas,10000000,795.746094,6,1710236024.977
groupby,pandas,10000000,820.746094,6,1710236025.0772
groupby,pandas,10000000,841.105469,6,1710236025.1775
groupby,pandas,10000000,1528.449219,6,1710236025.2779
groupby,pandas,10000000,1201.792969,6,1710236025.3783
groupby,pandas,10000000,933.648438,6,1710236025.4786
groupby,pandas,10000000,1130.886719,6,1710236025.579
groupby,noir,100000,0.375,7,1710235666.5466
groupby,noir,1000000,0.375,5,1710235693.2731
groupby,noir,1000000,25.417969,5,1710235693.3734
join,noir,10000,0.25,4,1710235646.0254
join,pandas,10000000,0.25,5,1710236002.3085
join,pandas,10000000,30.417969,5,1710236002.4088
join,pandas,10000000,56.769531,5,1710236002.5091
join,pandas,10000000,91.019531,5,1710236002.6094
join,pandas,10000000,121.269531,5,1710236002.7097
join,pandas,10000000,151.394531,5,1710236002.8099
join,pandas,10000000,184.144531,5,1710236002.9102
join,pandas,10000000,216.019531,5,1710236003.0104
join,pandas,10000000,246.019531,5,1710236003.1107
join,pandas,10000000,276.769531,5,1710236003.2109
join,pandas,10000000,309.519531,5,1710236003.3111
join,pandas,10000000,341.019531,5,1710236003.4113
join,pandas,10000000,371.269531,5,1710236003.5116
join,pandas,10000000,402.519531,5,1710236003.6118
join,pandas,10000000,435.144531,5,1710236003.712
join,pandas,10000000,466.144531,5,1710236003.8123
join,pandas,10000000,496.144531,5,1710236003.9125
join,pandas,10000000,528.894531,5,1710236004.0127
join,pandas,10000000,561.144531,5,1710236004.113
join,pandas,10000000,591.394531,5,1710236004.2132
join,pandas,10000000,621.769531,5,1710236004.3134
join,pandas,10000000,655.019531,5,1710236004.4137
join,pandas,10000000,686.394531,5,1710236004.5139
join,pandas,10000000,716.394531,5,1710236004.6141
join,pandas,10000000,748.894531,5,1710236004.7144
join,pandas,10000000,781.394531,5,1710236004.8146
join,pandas,10000000,811.394531,5,1710236004.9148
join,pandas,10000000,832.65625,5,1710236005.015
join,pandas,10000000,1519.570312,5,1710236005.1154
join,pandas,10000000,1217.375,5,1710236005.2157
join,pandas,10000000,929.441406,5,1710236005.3161
join,pandas,10000000,1189.027344,5,1710236005.4165
join,pandas,10000000,2071.027344,5,1710236005.5169
join,pandas,10000000,2546.402344,5,1710236005.6172
join,pandas,10000000,2622.652344,5,1710236005.7175
join,pandas,10000000,2622.777344,5,1710236005.8178
join,pandas,10000000,2622.777344,5,1710236005.9181
join,pandas,10000000,2622.777344,5,1710236006.0185
join,pandas,10000000,2709.652344,5,1710236006.1188
join,pandas,10000000,2954.777344,5,1710236006.219
join,pandas,10000000,3191.277344,5,1710236006.3193
join,pandas,10000000,3390.902344,5,1710236006.4196
join,pandas,10000000,3461.402344,5,1710236006.5199
join,pandas,10000000,3462.027344,5,1710236006.6202
join,pandas,10000000,3462.027344,5,1710236006.7206
join,pandas,10000000,3462.027344,5,1710236006.8209
join,pandas,10000000,3462.027344,5,1710236006.9212
join,pandas,10000000,3462.027344,5,1710236007.0215
join,pandas,10000000,3462.027344,5,1710236007.1218
join,pandas,10000000,3626.453125,5,1710236007.2221
join,pandas,10000000,4084.453125,5,1710236007.3225
join,pandas,10000000,4534.40625,5,1710236007.4229
join,pandas,10000000,3195.824219,5,1710236007.5232
join,pandas,10000000,2492.945312,5,1710236007.6235
join,pandas,10000000,3118.945312,5,1710236007.7238
join,pandas,10000000,3750.945312,5,1710236007.8242
join,pandas,10000000,4382.945312,5,1710236007.9245
join,pandas,10000000,5014.945312,5,1710236008.0249
join,pandas,10000000,5644.945312,5,1710236008.1252
join,pandas,10000000,6276.945312,5,1710236008.2256
join,pandas,10000000,6738.445312,5,1710236008.3259
join,pandas,10000000,6988.945312,5,1710236008.4263
join,pandas,10000000,7186.195312,5,1710236008.5267
join,pandas,10000000,7366.945312,5,1710236008.6271
join,pandas,10000000,0.0,5,1710236008.9251
groupby,pandas,10000000,1.625,8,1710236044.6371
groupby,pandas,10000000,21.289062,8,1710236044.7375
groupby,pandas,10000000,28.664062,8,1710236044.8377
groupby,pandas,10000000,36.039062,8,1710236044.9379
groupby,pandas,10000000,41.539062,8,1710236045.0382
groupby,pandas,10000000,48.359375,8,1710236045.1385
groupby,pandas,10000000,54.359375,8,1710236045.2389
groupby,pandas,10000000,60.234375,8,1710236045.3391
groupby,pandas,10000000,64.859375,8,1710236045.4394
groupby,pandas,10000000,91.734375,8,1710236045.5396
groupby,pandas,10000000,115.359375,8,1710236045.6399
groupby,pandas,10000000,135.609375,8,1710236045.7402
groupby,pandas,10000000,160.359375,8,1710236045.8405
groupby,pandas,10000000,180.359375,8,1710236045.9408
groupby,pandas,10000000,203.984375,8,1710236046.041
groupby,pandas,10000000,225.609375,8,1710236046.1414
groupby,pandas,10000000,246.484375,8,1710236046.2417
groupby,pandas,10000000,270.484375,8,1710236046.342
groupby,pandas,10000000,290.484375,8,1710236046.4422
groupby,pandas,10000000,315.734375,8,1710236046.5425
groupby,pandas,10000000,335.484375,8,1710236046.6429
groupby,pandas,10000000,360.484375,8,1710236046.7432
groupby,pandas,10000000,382.234375,8,1710236046.8435
groupby,pandas,10000000,405.734375,8,1710236046.9438
groupby,pandas,10000000,429.984375,8,1710236047.044
groupby,pandas,10000000,450.734375,8,1710236047.1444
groupby,pandas,10000000,474.234375,8,1710236047.2446
groupby,pandas,10000000,495.484375,8,1710236047.3449
groupby,pandas,10000000,518.109375,8,1710236047.4452
groupby,pandas,10000000,540.734375,8,1710236047.5455
groupby,pandas,10000000,562.734375,8,1710236047.6458
groupby,pandas,10000000,585.734375,8,1710236047.746
groupby,pandas,10000000,605.734375,8,1710236047.8464
groupby,pandas,10000000,630.859375,8,1710236047.9468
groupby,pandas,10000000,650.859375,8,1710236048.0471
groupby,pandas,10000000,674.359375,8,1710236048.1473
groupby,pandas,10000000,695.859375,8,1710236048.2476
groupby,pandas,10000000,717.609375,8,1710236048.3479
groupby,pandas,10000000,740.859375,8,1710236048.4482
groupby,pandas,10000000,762.734375,8,1710236048.5485
groupby,pandas,10000000,785.859375,8,1710236048.6487
groupby,pandas,10000000,808.859375,8,1710236048.749
groupby,pandas,10000000,830.859375,8,1710236048.8493
groupby,pandas,10000000,1168.019531,8,1710236048.9497
groupby,pandas,10000000,918.386719,8,1710236049.05
groupby,pandas,10000000,1604.324219,8,1710236049.1503
groupby,pandas,10000000,1079.09375,8,1710236049.2507
groupby,pandas,10000000,104.296875,8,1710236049.351
groupby,pandas,1000000,0.375,2,1710235718.501
groupby,pandas,1000000,30.914062,2,1710235718.6013
groupby,pandas,1000000,56.769531,2,1710235718.7016
groupby,pandas,1000000,90.894531,2,1710235718.8019
groupby,pandas,1000000,120.894531,2,1710235718.9022
groupby,pandas,1000000,150.894531,2,1710235719.0025
groupby,pandas,1000000,99.582031,2,1710235719.1028
join,noir,10000000,0.375,9,1710235868.7944
join,noir,10000000,51.789062,9,1710235868.8964
join,noir,10000000,89.289062,9,1710235868.9968
join,noir,10000000,120.664062,9,1710235869.0972
join,noir,10000000,153.414062,9,1710235869.1993
join,noir,10000000,186.414062,9,1710235869.2997
join,noir,10000000,219.664062,9,1710235869.4001
join,noir,10000000,251.039062,9,1710235869.5005
join,noir,10000000,283.539062,9,1710235869.6008
join,noir,10000000,315.164062,9,1710235869.7012
join,noir,10000000,346.414062,9,1710235869.8016
join,noir,10000000,378.289062,9,1710235869.9019
join,noir,10000000,406.914062,9,1710235870.0023
join,noir,10000000,438.789062,9,1710235870.1027
join,noir,10000000,468.789062,9,1710235870.203
join,noir,10000000,498.164062,9,1710235870.3039
join,noir,10000000,528.289062,9,1710235870.4042
join,noir,10000000,557.539062,9,1710235870.5046
join,noir,10000000,586.039062,9,1710235870.6049
join,noir,10000000,617.164062,9,1710235870.7065
join,noir,10000000,647.289062,9,1710235870.8075
join,noir,10000000,677.914062,9,1710235870.9079
join,noir,10000000,708.039062,9,1710235871.009
join,noir,10000000,736.914062,9,1710235871.1093
join,noir,10000000,764.539062,9,1710235871.2122
join,noir,10000000,795.039062,9,1710235871.3154
join,noir,10000000,824.664062,9,1710235871.416
join,noir,10000000,853.664062,9,1710235871.5164
join,noir,10000000,883.289062,9,1710235871.617
join,noir,10000000,912.039062,9,1710235871.7174
join,noir,10000000,941.789062,9,1710235871.8178
join,noir,10000000,971.789062,9,1710235871.9184
join,noir,10000000,1000.789062,9,1710235872.0188
join,noir,10000000,1029.664062,9,1710235872.1192
join,noir,10000000,1058.414062,9,1710235872.2195
join,noir,10000000,1089.289062,9,1710235872.3199
join,noir,10000000,1118.789062,9,1710235872.4206
join,noir,10000000,1148.414062,9,1710235872.521
join,noir,10000000,1178.039062,9,1710235872.6213
join,noir,10000000,1207.289062,9,1710235872.7218
join,noir,10000000,1237.414062,9,1710235872.8222
join,noir,10000000,1268.039062,9,1710235872.9225
join,noir,10000000,1299.039062,9,1710235873.0229
join,noir,10000000,1329.289062,9,1710235873.1233
join,noir,10000000,1358.539062,9,1710235873.2237
join,noir,10000000,1388.289062,9,1710235873.3241
join,noir,10000000,1418.539062,9,1710235873.4245
join,noir,10000000,1448.164062,9,1710235873.5249
join,noir,10000000,1476.289062,9,1710235873.6252
join,noir,10000000,1506.539062,9,1710235873.7286
join,noir,10000000,1537.039062,9,1710235873.8289
join,noir,10000000,1566.789062,9,1710235873.9317
join,noir,10000000,1597.664062,9,1710235874.032
join,noir,10000000,1626.414062,9,1710235874.1325
join,noir,10000000,1655.914062,9,1710235874.2329
join,noir,10000000,1684.414062,9,1710235874.3341
join,noir,10000000,1714.789062,9,1710235874.4344
join,noir,10000000,1741.539062,9,1710235874.5348
join,noir,10000000,1772.039062,9,1710235874.6352
join,noir,10000000,1800.664062,9,1710235874.7356
join,noir,10000000,1827.789062,9,1710235874.8359
join,noir,10000000,1855.789062,9,1710235874.9363
join,noir,10000000,1884.539062,9,1710235875.037
join,noir,10000000,1914.664062,9,1710235875.1373
join,noir,10000000,1941.789062,9,1710235875.2388
join,noir,10000000,1971.914062,9,1710235875.3391
join,noir,10000000,2001.664062,9,1710235875.4402
join,noir,10000000,2031.664062,9,1710235875.5406
join,noir,10000000,2060.539062,9,1710235875.641
join,noir,10000000,2089.039062,9,1710235875.7437
join,noir,10000000,2118.664062,9,1710235875.8451
join,noir,10000000,2147.914062,9,1710235875.9455
join,noir,10000000,2177.039062,9,1710235876.0458
join,noir,10000000,2206.039062,9,1710235876.1478
join,noir,10000000,2235.789062,9,1710235876.2481
join,noir,10000000,2265.039062,9,1710235876.3485
join,noir,10000000,2295.039062,9,1710235876.4489
join,noir,10000000,2323.164062,9,1710235876.5508
join,noir,10000000,2353.664062,9,1710235876.6511
join,noir,10000000,2382.039062,9,1710235876.7515
join,noir,10000000,2411.289062,9,1710235876.8519
join,noir,10000000,2438.164062,9,1710235876.9526
join,noir,10000000,2467.789062,9,1710235877.053
join,noir,10000000,2497.289062,9,1710235877.1545
join,noir,10000000,2526.664062,9,1710235877.2549
join,noir,10000000,2556.164062,9,1710235877.3552
join,noir,10000000,2584.664062,9,1710235877.4556
join,noir,10000000,2613.914062,9,1710235877.556
join,noir,10000000,2642.414062,9,1710235877.6564
join,noir,10000000,2672.789062,9,1710235877.7567
join,noir,10000000,2699.789062,9,1710235877.8571
join,noir,10000000,2727.664062,9,1710235877.9575
join,noir,10000000,2756.414062,9,1710235878.0579
join,noir,10000000,2784.289062,9,1710235878.1582
join,noir,10000000,2813.414062,9,1710235878.2586
join,noir,10000000,2841.289062,9,1710235878.359
join,noir,10000000,2869.539062,9,1710235878.4593
join,noir,10000000,2898.664062,9,1710235878.5597
join,noir,10000000,2927.039062,9,1710235878.6601
join,noir,10000000,2955.414062,9,1710235878.7605
join,noir,10000000,2984.414062,9,1710235878.8608
join,noir,10000000,3012.789062,9,1710235878.9616
join,noir,10000000,3040.414062,9,1710235879.062
join,noir,10000000,3070.164062,9,1710235879.1623
join,noir,10000000,3099.914062,9,1710235879.2627
join,noir,10000000,3129.039062,9,1710235879.3631
join,noir,10000000,3157.664062,9,1710235879.4634
join,noir,10000000,3185.789062,9,1710235879.5638
join,noir,10000000,3215.289062,9,1710235879.6642
join,noir,10000000,3243.414062,9,1710235879.7645
join,noir,10000000,3272.664062,9,1710235879.8649
join,noir,10000000,3300.289062,9,1710235879.9653
join,noir,10000000,3328.789062,9,1710235880.0656
join,noir,10000000,3357.039062,9,1710235880.1668
join,noir,10000000,3386.914062,9,1710235880.2671
join,noir,10000000,3416.664062,9,1710235880.3679
join,noir,10000000,3446.539062,9,1710235880.4683
join,noir,10000000,3476.664062,9,1710235880.5686
join,noir,10000000,3505.664062,9,1710235880.669
join,noir,10000000,3533.914062,9,1710235880.7693
join,noir,10000000,3562.039062,9,1710235880.8697
join,noir,10000000,3592.664062,9,1710235880.9701
join,noir,10000000,3621.414062,9,1710235881.0706
join,noir,10000000,3649.664062,9,1710235881.171
join,noir,10000000,3677.039062,9,1710235881.2714
join,noir,10000000,3705.414062,9,1710235881.3717
join,noir,10000000,3735.164062,9,1710235881.4721
join,noir,10000000,3764.039062,9,1710235881.5725
join,noir,10000000,3792.789062,9,1710235881.6728
join,noir,10000000,3820.039062,9,1710235881.7732
join,noir,10000000,3848.789062,9,1710235881.8738
join,noir,10000000,3877.664062,9,1710235881.9742
join,noir,10000000,3904.914062,9,1710235882.0745
join,noir,10000000,3933.289062,9,1710235882.1749
join,noir,10000000,3962.414062,9,1710235882.2774
join,noir,10000000,3990.164062,9,1710235882.3777
join,noir,10000000,4018.664062,9,1710235882.4804
join,noir,10000000,4047.539062,9,1710235882.5808
join,noir,10000000,4074.914062,9,1710235882.6811
join,noir,10000000,4104.414062,9,1710235882.7815
join,noir,10000000,4132.664062,9,1710235882.8819
join,noir,10000000,4161.289062,9,1710235882.9823
join,noir,10000000,4190.664062,9,1710235883.0827
join,noir,10000000,4220.039062,9,1710235883.183
join,noir,10000000,4248.039062,9,1710235883.2834
join,noir,10000000,4276.914062,9,1710235883.3839
join,noir,10000000,4305.164062,9,1710235883.4843
join,noir,10000000,0.0,9,1710235883.5845
join,noir,10000000,0.0,9,1710235883.6849
join,noir,10000000,0.0,9,1710235883.7852
groupby,polars,10000,0.375,10,1710235653.3953
groupby,polars,10000,36.238281,10,1710235653.4956
groupby,pandas,10000000,1.5,1,1710235963.0952
groupby,pandas,10000000,24.664062,1,1710235963.1954
groupby,pandas,10000000,33.039062,1,1710235963.2957
groupby,pandas,10000000,43.914062,1,1710235963.3959
groupby,pandas,10000000,53.773438,1,1710235963.4961
groupby,pandas,10000000,62.148438,1,1710235963.5964
groupby,pandas,10000000,85.273438,1,1710235963.6967
groupby,pandas,10000000,110.273438,1,1710235963.797
groupby,pandas,10000000,135.523438,1,1710235963.8973
groupby,pandas,10000000,160.648438,1,1710235963.9976
groupby,pandas,10000000,187.273438,1,1710235964.0979
groupby,pandas,10000000,212.273438,1,1710235964.1981
groupby,pandas,10000000,238.023438,1,1710235964.2984
groupby,pandas,10000000,263.773438,1,1710235964.3987
groupby,pandas,10000000,290.023438,1,1710235964.4989
groupby,pandas,10000000,313.148438,1,1710235964.5991
groupby,pandas,10000000,335.273438,1,1710235964.6994
groupby,pandas,10000000,360.273438,1,1710235964.7996
groupby,pandas,10000000,385.398438,1,1710235964.8999
groupby,pandas,10000000,410.398438,1,1710235965.0001
groupby,pandas,10000000,435.398438,1,1710235965.1004
groupby,pandas,10000000,460.648438,1,1710235965.2006
groupby,pandas,10000000,487.398438,1,1710235965.3009
groupby,pandas,10000000,514.898438,1,1710235965.4012
groupby,pandas,10000000,540.648438,1,1710235965.5014
groupby,pandas,10000000,565.648438,1,1710235965.6016
groupby,pandas,10000000,590.898438,1,1710235965.7019
groupby,pandas,10000000,617.273438,1,1710235965.8021
groupby,pandas,10000000,643.398438,1,1710235965.9024
groupby,pandas,10000000,670.648438,1,1710235966.0026
groupby,pandas,10000000,695.648438,1,1710235966.1028
groupby,pandas,10000000,720.648438,1,1710235966.2031
groupby,pandas,10000000,746.398438,1,1710235966.3033
groupby,pandas,10000000,773.648438,1,1710235966.4036
groupby,pandas,10000000,800.773438,1,1710235966.5039
groupby,pandas,10000000,825.148438,1,1710235966.6041
groupby,pandas,10000000,1009.292969,1,1710235966.7045
groupby,pandas,10000000,1311.085938,1,1710235966.8049
groupby,pandas,10000000,1416.785156,1,1710235966.9052
groupby,pandas,10000000,1002.007812,1,1710235967.0056
groupby,pandas,10000000,1145.882812,1,1710235967.1059
join,noir,1000000,0.375,8,1710235697.3236
join,noir,1000000,51.414062,8,1710235697.4239
join,noir,1000000,88.664062,8,1710235697.5243
join,noir,1000000,120.289062,8,1710235697.6246
join,noir,1000000,151.789062,8,1710235697.7249
join,noir,1000000,185.289062,8,1710235697.8253
join,noir,1000000,217.539062,8,1710235697.9256
join,noir,1000000,249.914062,8,1710235698.026
join,noir,1000000,282.789062,8,1710235698.1264
join,noir,1000000,314.539062,8,1710235698.2267
join,noir,1000000,347.164062,8,1710235698.3274
join,noir,1000000,378.039062,8,1710235698.4277
join,noir,1000000,409.914062,8,1710235698.5281
join,noir,1000000,438.664062,8,1710235698.6285
join,noir,1000000,468.539062,8,1710235698.7288
join,polars,1000000,0.375,5,1710235707.5734
join,polars,1000000,38.613281,5,1710235707.6738
join,polars,1000000,251.734375,5,1710235707.7741
join,polars,1000000,590.03125,5,1710235707.8745
join,polars,1000000,1267.78125,5,1710235707.975
join,polars,1000000,1613.066406,5,1710235708.0754
join,polars,1000000,2182.566406,5,1710235708.1758
join,polars,1000000,1008.1875,5,1710235708.2762
groupby,noir,100000,0.375,6,1710235666.0165
join,polars,10000000,0.375,1,1710235901.5317
join,polars,10000000,36.109375,1,1710235901.632
join,polars,10000000,179.859375,1,1710235901.7324
join,polars,10000000,320.234375,1,1710235901.8328
join,polars,10000000,460.484375,1,1710235901.9332
join,polars,10000000,601.234375,1,1710235902.0336
join,polars,10000000,741.609375,1,1710235902.1339
join,polars,10000000,881.859375,1,1710235902.2343
join,polars,10000000,1021.984375,1,1710235902.3347
join,polars,10000000,1016.742188,1,1710235902.4351
join,polars,10000000,1539.992188,1,1710235902.5355
join,polars,10000000,895.402344,1,1710235902.6359
join,polars,10000000,1191.804688,1,1710235902.7363
join,polars,10000000,1346.453125,1,1710235902.8367
join,polars,10000000,1940.828125,1,1710235902.9371
join,polars,10000000,1721.351562,1,1710235903.0375
join,polars,10000000,1850.160156,1,1710235903.138
join,polars,10000000,2182.710938,1,1710235903.2384
join,polars,10000000,2860.210938,1,1710235903.3388
join,polars,10000000,3537.710938,1,1710235903.4393
join,polars,10000000,4206.835938,1,1710235903.5397
join,polars,10000000,4807.710938,1,1710235903.6401
join,polars,10000000,5462.585938,1,1710235903.7405
join,polars,10000000,6127.835938,1,1710235903.8409
join,polars,10000000,6798.585938,1,1710235903.9446
join,polars,10000000,7237.585938,1,1710235904.045
join,polars,10000000,0.0,1,1710235904.1713
join,polars,10000000,0.0,1,1710235904.2725
join,polars,10000000,0.0,1,1710235904.3729
join,polars,10000000,0.0,1,1710235904.4732
groupby,noir,10000000,0.375,5,1710235818.9826
groupby,noir,10000000,25.414062,5,1710235819.0829
groupby,noir,10000000,25.414062,5,1710235819.1831
groupby,noir,10000000,25.414062,5,1710235819.2834
groupby,noir,10000000,25.414062,5,1710235819.3836
groupby,noir,10000000,25.414062,5,1710235819.4838
groupby,noir,10000000,25.414062,5,1710235819.584
groupby,noir,10000000,25.414062,5,1710235819.6842
groupby,noir,10000000,25.414062,5,1710235819.7844
groupby,noir,10000000,25.664062,5,1710235819.8846
join,pandas,10000000,1.5,2,1710235967.2738
join,pandas,10000000,30.542969,2,1710235967.374
join,pandas,10000000,56.523438,2,1710235967.4743
join,pandas,10000000,90.523438,2,1710235967.5746
join,pandas,10000000,120.773438,2,1710235967.6749
join,pandas,10000000,150.648438,2,1710235967.7752
join,pandas,10000000,183.648438,2,1710235967.8755
join,pandas,10000000,215.523438,2,1710235967.9757
join,pandas,10000000,245.523438,2,1710235968.076
join,pandas,10000000,277.648438,2,1710235968.1762
join,pandas,10000000,310.523438,2,1710235968.2764
join,pandas,10000000,340.523438,2,1710235968.3767
join,pandas,10000000,371.398438,2,1710235968.4769
join,pandas,10000000,404.023438,2,1710235968.5771
join,pandas,10000000,435.648438,2,1710235968.6774
join,pandas,10000000,465.648438,2,1710235968.7776
join,pandas,10000000,497.523438,2,1710235968.8778
join,pandas,10000000,530.148438,2,1710235968.9781
join,pandas,10000000,560.898438,2,1710235969.0783
join,pandas,10000000,591.273438,2,1710235969.1786
join,pandas,10000000,624.023438,2,1710235969.2788
join,pandas,10000000,655.898438,2,1710235969.379
join,pandas,10000000,685.898438,2,1710235969.4793
join,pandas,10000000,717.523438,2,1710235969.5795
join,pandas,10000000,750.273438,2,1710235969.6798
join,pandas,10000000,780.898438,2,1710235969.78
join,pandas,10000000,811.273438,2,1710235969.8802
join,pandas,10000000,855.746094,2,1710235969.9805
join,pandas,10000000,1543.089844,2,1710235970.0809
join,pandas,10000000,1238.425781,2,1710235970.1813
join,pandas,10000000,934.492188,2,1710235970.2816
join,pandas,10000000,1227.5,2,1710235970.382
join,pandas,10000000,2111.5,2,1710235970.4824
join,pandas,10000000,2546.125,2,1710235970.5827
join,pandas,10000000,2622.375,2,1710235970.683
join,pandas,10000000,2622.375,2,1710235970.7833
join,pandas,10000000,2622.375,2,1710235970.8837
join,pandas,10000000,2622.375,2,1710235970.984
join,pandas,10000000,2712.25,2,1710235971.0844
join,pandas,10000000,2957.75,2,1710235971.1846
join,pandas,10000000,3194.5,2,1710235971.2849
join,pandas,10000000,3393.875,2,1710235971.3851
join,pandas,10000000,3461.0,2,1710235971.4855
join,pandas,10000000,3461.625,2,1710235971.5858
join,pandas,10000000,3461.625,2,1710235971.6861
join,pandas,10000000,3461.625,2,1710235971.7864
join,pandas,10000000,3461.625,2,1710235971.8868
join,pandas,10000000,3461.625,2,1710235971.9871
join,pandas,10000000,3461.625,2,1710235972.0874
join,pandas,10000000,3655.503906,2,1710235972.1877
join,pandas,10000000,4109.503906,2,1710235972.2881
join,pandas,10000000,4563.457031,2,1710235972.3896
join,pandas,10000000,3111.972656,2,1710235972.4899
join,pandas,10000000,2529.996094,2,1710235972.5903
join,pandas,10000000,3153.996094,2,1710235972.6906
join,pandas,10000000,3779.996094,2,1710235972.791
join,pandas,10000000,4409.996094,2,1710235972.8913
join,pandas,10000000,5039.996094,2,1710235972.9917
join,pandas,10000000,5671.996094,2,1710235973.0921
join,pandas,10000000,6301.996094,2,1710235973.1925
join,pandas,10000000,6747.246094,2,1710235973.2928
join,pandas,10000000,6987.996094,2,1710235973.3932
join,pandas,10000000,7171.996094,2,1710235973.4936
join,pandas,10000000,7339.996094,2,1710235973.5941
join,pandas,10000000,0.0,2,1710235973.8632
join,polars,10000,0.375,6,1710235651.0012
join,polars,10000,38.605469,6,1710235651.1015
groupby,polars,1000000,0.375,1,1710235703.9066
groupby,polars,1000000,36.363281,1,1710235704.0069
groupby,polars,1000000,0.375,7,1710235710.9174
groupby,polars,1000000,39.109375,7,1710235711.0177
groupby,pandas,100000,0.375,2,1710235675.2184
groupby,pandas,100000,31.042969,2,1710235675.3187
groupby,pandas,100000,56.988281,2,1710235675.4191
groupby,pandas,100000,71.863281,2,1710235675.5194
groupby,polars,1000000,0.375,4,1710235707.3076
groupby,polars,1000000,39.992188,4,1710235707.4079
groupby,polars,1000000,0.375,10,1710235714.3241
groupby,polars,1000000,42.242188,10,1710235714.4245
groupby,pandas,10000000,1.5,5,1710236009.2657
groupby,pandas,10000000,22.539062,5,1710236009.366
groupby,pandas,10000000,28.664062,5,1710236009.4662
groupby,pandas,10000000,35.914062,5,1710236009.5664
groupby,pandas,10000000,41.539062,5,1710236009.6668
groupby,pandas,10000000,48.097656,5,1710236009.7671
groupby,pandas,10000000,53.722656,5,1710236009.8673
groupby,pandas,10000000,59.472656,5,1710236009.9676
groupby,pandas,10000000,64.222656,5,1710236010.0679
groupby,pandas,10000000,89.347656,5,1710236010.1682
groupby,pandas,10000000,110.472656,5,1710236010.2685
groupby,pandas,10000000,135.472656,5,1710236010.3688
groupby,pandas,10000000,155.472656,5,1710236010.4692
groupby,pandas,10000000,180.472656,5,1710236010.5695
groupby,pandas,10000000,200.472656,5,1710236010.6697
groupby,pandas,10000000,225.472656,5,1710236010.77
groupby,pandas,10000000,245.472656,5,1710236010.8703
groupby,pandas,10000000,270.472656,5,1710236010.9705
groupby,pandas,10000000,290.597656,5,1710236011.0708
groupby,pandas,10000000,315.722656,5,1710236011.1711
groupby,pandas,10000000,336.972656,5,1710236011.2714
groupby,pandas,10000000,360.597656,5,1710236011.3717
groupby,pandas,10000000,382.597656,5,1710236011.4719
groupby,pandas,10000000,405.847656,5,1710236011.5722
groupby,pandas,10000000,430.347656,5,1710236011.6726
groupby,pandas,10000000,450.847656,5,1710236011.7729
groupby,pandas,10000000,475.597656,5,1710236011.8731
groupby,pandas,10000000,495.597656,5,1710236011.9736
groupby,pandas,10000000,520.597656,5,1710236012.0739
groupby,pandas,10000000,540.847656,5,1710236012.1743
groupby,pandas,10000000,565.847656,5,1710236012.2746
groupby,pandas,10000000,585.847656,5,1710236012.3748
groupby,pandas,10000000,611.097656,5,1710236012.4751
groupby,pandas,10000000,630.847656,5,1710236012.5754
groupby,pandas,10000000,655.847656,5,1710236012.6757
groupby,pandas,10000000,675.972656,5,1710236012.7759
groupby,pandas,10000000,700.847656,5,1710236012.8762
groupby,pandas,10000000,721.472656,5,1710236012.9765
groupby,pandas,10000000,745.972656,5,1710236013.0767
groupby,pandas,10000000,766.597656,5,1710236013.177
groupby,pandas,10000000,790.972656,5,1710236013.2773
